Station_ID,Peak_Flow
5388250,14000
5388250,4110
5388250,8680
5388250,9140
5388250,6610
5388250,4120
5388250,4350
5388250,6720
5388250,5520
5388250,6630
5388250,8620
5388250,7020
5388250,3000
5388250,5550
5388250,7990
5452000,9400
5452000,2980
5452000,1900
5452000,1190
5452000,4680
5452000,2550
5452000,1460
5452000,1370
5452000,12500
5452000,9940
5452000,2500
5452000,1700
5452000,4060
5452000,4610
5452000,5400
5452000,2170
5452000,3110
5452000,3060
5452000,4980
5452000,2480
5452000,1510
5452000,33200
5452000,4180
5452000,9030
5452000,7000
5452000,7590
5452000,3580
5452000,1400
5452000,2420
5452000,8730
5452200,3700
5452200,2250
5452200,850
5452200,2120
5452200,2700
5452200,2000
5452200,3960
5452200,761
5452200,3880
5452200,3850
5452200,2860
5452200,2050
5452200,2400
5452200,5650
5452200,4010
5452200,1870
5452200,6800
5452200,6060
5452200,5850
5452200,2800
5452200,895
5452200,3110
5452200,7100
5452200,3950
5452200,3400
5452200,3880
5452200,970
5452200,471
5452200,607
5452200,6850
5454500,9940
5454500,12300
5454500,8220
5454500,3000
5454500,11100
5454500,10100
5454500,4420
5454500,3310
5454500,15000
5454500,8540
5454500,11100
5454500,10600
5454500,11300
5454500,11900
5454500,10500
5454500,7350
5454500,5240
5454500,9510
5454500,10700
5454500,5650
5454500,6230
5454500,10400
5454500,9490
5454500,9430
5454500,10500
5454500,10100
5454500,6100
5454500,4450
5454500,3240
5454500,13500
5455500,6120
5455500,13200
5455500,3000
5455500,3030
5455500,20000
5455500,7820
5455500,5370
5455500,1590
5455500,7060
5455500,13200
5455500,5300
5455500,6790
5455500,9980
5455500,18400
5455500,6850
5455500,10100
5455500,3520
5455500,6340
5455500,12100
5455500,2270
5455500,3550
5455500,11200
5455500,6590
5455500,4450
5455500,6100
5455500,10700
5455500,4860
5455500,2080
5455500,4090
5455500,15600
5458000,10800
5458000,9000
5458000,3510
5458000,572
5458000,7380
5458000,3610
5458000,3370
5458000,2440
5458000,7770
5458000,1270
5458000,2580
5458000,5260
5458000,5150
5458000,9520
5458000,4180
5458000,1750
5458000,350
5458000,1720
5458000,3830
5458000,6250
5458000,2350
5458000,2510
