StationID,PeakValue
6483500,60600
6483500,2220
6483500,5030
6483500,3560
6483500,34800
6483500,37800
6483500,4300
6485500,2270
6485500,9710
6485500,66700
6485500,20400
6485500,22200
6485500,11000
6485500,31300
6485500,7170
6485500,10400
6485500,5280
6485500,40400
6485500,3660
6485500,3400
6485500,11000
6485500,7640
6485500,27800
6485500,24700
6485500,17300
6485500,4840
6485500,38300
6485500,19700
6485500,12100
6485500,19300
6485500,108000
6485500,5430
6485500,11300
6485500,7940
6485500,44800
6485500,61900
6485500,12700
6600500,6780
6600500,2750
6600500,9680
6600500,5900
6600500,3390
6600500,13300
6600500,6290
6600500,2160
6600500,2430
6600500,1720
6600500,4910
6600500,1400
6600500,2940
6600500,5190
6600500,2640
6600500,1660
6600500,6200
6600500,2880
6600500,4500
6600500,7530
6600500,5770
6600500,2340
6600500,19800
6600500,10700
6600500,2360
6600500,4060
6600500,2780
6600500,16400
6600500,33500
6600500,2070
6607200,16100
6607200,2680
6607200,7130
6607200,3950
6607200,2150
6607200,15500
6607200,4670
6607200,8590
6607200,3740
6607200,306
6607200,3160
6607200,1400
6607200,7520
6607200,11100
6607200,2540
6607200,1290
6607200,13400
6607200,8540
6607200,4240
6607200,8260
6607200,4010
6607200,1590
6607200,17100
6607200,7900
6607200,8920
6607200,7960
6607200,3060
6607200,1890
6607200,26900
6607200,1440
6607500,17800
6607500,10500
6607500,26300
6607500,17000
6607500,7670
6607500,32000
6607500,6580
6607500,10900
6607500,6500
6607500,2070
6607500,8310
6607500,3430
6607500,16200
6607500,13900
6607500,6270
6607500,7470
6607500,19800
6607500,13200
6607500,13500
6607500,24900
6607500,13400
6607500,5110
6607500,31800
6607500,20200
6607500,12100
6607500,15200
6607500,8450
6607500,22400
6607500,58400
6607500,8420
6608500,20800
6608500,5340
6608500,23400
6608500,5200
6608500,2700
6608500,34700
6608500,10500
6608500,5530
6608500,12200
6608500,1020
6608500,13000
6608500,2950
6608500,3990
6608500,2500
6608500,2900
6608500,484
6608500,34700
6608500,12300
6608500,6470
6608500,3770
6608500,3490
6608500,1600
6608500,3830
6608500,17200
6608500,3980
6608500,8610
6608500,6440
6608500,2260
6608500,29800
6608500,2450
6609500,23700
6609500,2860
6609500,26200
6609500,10500
6609500,6150
6609500,28700
6609500,10100
6609500,9690
6609500,11800
6609500,908
6609500,13100
6609500,3900
6609500,5330
6609500,4820
6609500,4520
6609500,1230
6609500,24700
6609500,33600
6609500,6580
6609500,11200
6609500,8170
6609500,1150
6609500,5330
6609500,25800
6609500,10800
6609500,21300
6609500,6160
6609500,10400
6609500,35400
6609500,5560
6609560,3120
6609560,814
6609560,6840
6609560,3490
6609560,736
6609560,5660
6609560,1780
6609560,1170
6609560,2280
6609560,256
6609560,2770
6609560,1090
6609560,398
6609560,679
6609560,823
6609560,545
6609560,6110
6609560,2070
6609560,700
6609560,1230
6609560,878
6609560,171
6609560,3920
6609560,3360
6609560,1230
6609560,1260
6609560,1120
6609560,412
6609560,4110
6609560,495
6807410,7870
6807410,1620
6807410,30100
6807410,7750
6807410,3300
6807410,15700
6807410,11200
6807410,15000
6807410,7260
6807410,389
6807410,8230
6807410,1860
6807410,6960
6807410,14400
6807410,5350
6807410,555
6807410,19800
6807410,16600
6807410,5250
6807410,10100
6807410,6150
6807410,1570
6807410,4460
6807410,13200
6807410,7760
6807410,10000
6807410,4010
6807410,4080
6807410,29600
6807410,6830
6808500,17000
6808500,3980
6808500,22100
6808500,8820
6808500,5690
6808500,12200
6808500,9930
6808500,28700
6808500,29300
6808500,5490
6808500,7430
6808500,1680
6808500,5500
6808500,16600
6808500,6670
6808500,1140
6808500,24800
6808500,25200
6808500,6580
6808500,11000
6808500,8180
6808500,4790
6808500,5010
6808500,21900
6808500,9920
6808500,13900
6808500,7690
6808500,14000
6808500,26500
6808500,6770
6809500,22000
6809500,11800
6809500,21600
6809500,9160
6809500,5870
6809500,14000
6809500,9370
6809500,60500
6809500,15100
6809500,2210
6809500,10600
6809500,3240
6809500,4880
6809500,16600
6809500,12900
6809500,6510
6809500,34600
6809500,27000
6809500,12000
6809500,19500
6809500,6850
6809500,10900
6809500,11300
6809500,18200
6809500,17000
6809500,13600
6809500,8520
6809500,9260
6809500,24200
6809500,8290
6810000,27300
6810000,12700
6810000,37700
6810000,22000
6810000,15600
6810000,24300
6810000,18000
6810000,65100
6810000,25800
6810000,4710
6810000,14300
6810000,3230
6810000,7140
6810000,26500
6810000,18000
6810000,4780
6810000,55300
6810000,32300
6810000,9980
6810000,19800
6810000,16800
6810000,14100
6810000,16200
6810000,23100
6810000,18700
6810000,23700
6810000,19300
6810000,14000
6810000,39000
6810000,12500
6817000,25100
6817000,24700
6817000,28000
6817000,13900
6817000,8770
6817000,15100
6817000,11200
6817000,30200
6817000,23200
6817000,4800
6817000,9120
6817000,3530
6817000,8390
6817000,9000
6817000,15900
6817000,1310
6817000,31100
6817000,47900
6817000,10600
6817000,24600
6817000,30000
6817000,30600
6817000,14700
6817000,45600
6817000,27100
6817000,36400
6817000,27200
6817000,11600
6817000,44900
6817000,26800
6898000,11800
6898000,57000
6898000,30300
6898000,5960
6898000,11600
6898000,18300
6898000,6450
6898000,14500
6898000,6080
6898000,1200
6898000,7250
6898000,7000
6898000,2260
6898000,11100
6898000,4490
6898000,3220
6898000,25300
6898000,21500
6898000,9570
6898000,19400
6898000,10200
6898000,9260
6898000,21300
6898000,17200
6898000,9740
6898000,9100
6898000,7190
6898000,10400
6898000,14900
6898000,6970
