StationID,PeakValue
6861000,178
6861000,290
6861000,475
6861000,559
6861000,638
6861000,698
6861000,806
6861000,858
6861000,959
6861000,992
6861000,1050
6861000,1070
6861000,1340
6861000,1520
6861000,2110
6861000,2440
6861000,2440
6861000,2990
6861000,3480
6861000,3720
6861000,4310
6861000,5250
6861000,5810
6861000,5910
6861000,5970
6861000,7390
6861000,8920
6861000,11100
6861000,12000
6862700,11
6862700,13
6862700,60
6862700,75
6862700,163
6862700,200
6862700,235
6862700,244
6862700,385
6862700,478
6862700,542
6862700,556
6862700,700
6862700,1160
6862700,1430
6862700,1520
6862700,1530
6862700,2820
6862700,2960
6862700,3520
6862700,3600
6862700,3940
6862700,4150
6862700,7390
6862700,8430
6862700,20400
6863500,62
6863500,89
6863500,125
6863500,317
6863500,325
6863500,512
6863500,533
6863500,611
6863500,613
6863500,709
6863500,905
6863500,1130
6863500,1190
6863500,1200
6863500,1340
6863500,1450
6863500,1500
6863500,1590
6863500,1740
6863500,1770
6863500,2060
6863500,2160
6863500,2170
6863500,2190
6863500,2420
6863500,2490
6863500,2640
6863500,2830
6863500,3020
6863500,7330
6864050,206
6864050,826
6864050,848
6864050,950
6864050,1580
6864050,1610
6864050,4320
6864050,4430
6864050,4510
6864050,4640
6864050,4890
6864050,4970
6864050,6230
6864050,10100
6864050,13500
6864050,17100
6865500,163
6865500,312
6865500,332
6865500,485
6865500,533
6865500,700
6865500,767
6865500,1000
6865500,1050
6865500,1100
6865500,1280
6865500,1320
6865500,1440
6865500,1590
6865500,1610
6865500,1660
6865500,1900
6865500,1910
6865500,2050
6865500,2160
6865500,2340
6865500,2380
6865500,2410
6865500,2990
6865500,3460
6865500,3480
6865500,4470
6865500,4480
6865500,4550
6865500,5310
6866500,648
6866500,1230
6866500,1340
6866500,1670
6866500,1700
6866500,1800
6866500,2080
6866500,2170
6866500,2710
6866500,2940
6866500,3240
6866500,3690
6866500,4080
6866500,4160
6866500,4220
6866500,4270
6866500,5100
6866500,5350
6866500,5860
6866500,5880
6866500,6220
6866500,6480
6866500,6650
6866500,6720
6866500,7150
6866500,7260
6866500,7570
6866500,8180
6866500,10300
6866500,20300
6867000,86
6867000,92
6867000,204
6867000,260
6867000,329
6867000,369
6867000,550
6867000,555
6867000,687
6867000,858
6867000,915
6867000,1210
6867000,1880
6867000,1890
6867000,1980
6867000,2150
6867000,2940
6867000,3200
6867000,3240
6867000,3280
6867000,3610
6867000,3840
6867000,4180
6867000,4710
6867000,4780
6867000,6880
6867000,7060
6867000,7380
6867000,13500
6867000,19400
6871000,56
6871000,59
6871000,136
6871000,280
6871000,323
6871000,370
6871000,437
6871000,481
6871000,623
6871000,846
6871000,878
6871000,1100
6871000,1260
6871000,1370
6871000,1400
6871000,1460
6871000,1590
6871000,1600
6871000,2500
6871000,2640
6871000,2880
6871000,3090
6871000,3570
6871000,3900
6871000,3960
6871000,4000
6871000,4100
6871000,4260
6871000,4580
6871000,14200
6872500,475
6872500,632
6872500,726
6872500,799
6872500,840
6872500,864
6872500,1000
6872500,1290
6872500,1300
6872500,1420
6872500,1880
6872500,1990
6872500,2160
6872500,2360
6872500,2870
6872500,3030
6872500,3160
6872500,3970
6872500,4400
6872500,4450
6872500,4500
6872500,4910
6872500,5390
6872500,5500
6872500,5730
6872500,6230
6872500,6720
6872500,8550
6872500,10200
6872500,10500
6873200,22
6873200,102
6873200,170
6873200,171
6873200,175
6873200,177
6873200,185
6873200,190
6873200,191
6873200,196
6873200,208
6873200,217
6873200,219
6873200,222
6873200,232
6873200,242
6873200,242
6873200,272
6873200,324
6873200,368
6873200,372
6873200,508
6873200,710
6873200,830
6873200,2070
6874000,92
6874000,96
6874000,125
6874000,184
6874000,310
6874000,362
6874000,386
6874000,470
6874000,635
6874000,678
6874000,708
6874000,847
6874000,1080
6874000,1170
6874000,1380
6874000,1880
6874000,2140
6874000,2360
6874000,2360
6874000,2420
6874000,2500
6874000,2620
6874000,2630
6874000,3360
6874000,3900
6874000,4000
6874000,5020
6874000,9160
6874000,10200
6874000,15500
6876700,46
6876700,183
6876700,233
6876700,238
6876700,275
6876700,326
6876700,474
6876700,723
6876700,816
6876700,856
6876700,919
6876700,961
6876700,994
6876700,1010
6876700,1050
6876700,1250
6876700,1380
6876700,1380
6876700,1410
6876700,1640
6876700,1830
6876700,1960
6876700,2500
6876700,3940
6876700,4440
6876700,7700
6876700,8000
6876700,8340
6876700,12800
6876700,16000
6879100,3420
6879100,8950
6879100,9640
6879100,9890
6879100,9910
6879100,11700
6879100,14400
6879100,15100
6879100,15800
6879100,16200
6879100,17000
6879100,17700
6879100,18000
6879100,19600
6879100,21500
6879100,22900
6879100,22900
6879100,24500
6879100,25700
6879100,25700
6879100,25900
6879100,26500
6879100,26800
6879100,27500
6879100,29900
6879100,34300
6879100,59400
6884400,2480
6884400,4820
6884400,5590
6884400,6220
6884400,6480
6884400,8120
6884400,8120
6884400,8790
6884400,9630
6884400,9770
6884400,10900
6884400,11700
6884400,11800
6884400,13300
6884400,13500
6884400,13700
6884400,14100
6884400,14500
6884400,14500
6884400,15100
6884400,16600
6884400,16700
6884400,18200
6884400,20200
6884400,21200
6884400,21900
6884400,27600
6884400,30300
6884400,30700
6884400,53700
6887500,5610
6887500,12100
6887500,14600
6887500,15700
6887500,16400
6887500,17900
6887500,20300
6887500,21300
6887500,22700
6887500,23900
6887500,24200
6887500,32100
6887500,32500
6887500,34200
6887500,35400
6887500,36200
6887500,36600
6887500,36900
6887500,37300
6887500,37400
6887500,39000
6887500,39200
6887500,40700
6887500,43800
6887500,44300
6887500,44600
6887500,50700
6887500,50900
6887500,72100
6887500,72900
6888000,893
6888000,3430
6888000,3500
6888000,4200
6888000,4390
6888000,4700
6888000,5000
6888000,5220
6888000,5340
6888000,5500
6888000,6380
6888000,6400
6888000,7300
6888000,9000
6888000,9000
6888000,9300
6888000,9500
6888000,11000
6888000,12100
6888000,12500
6888000,12900
6888000,13300
6888000,13600
6888000,19000
6888000,21000
6890900,1490
6890900,1500
6890900,2000
6890900,2940
6890900,3020
6890900,3120
6890900,3960
6890900,4930
6890900,5140
6890900,5960
6890900,5980
6890900,6000
6890900,6100
6890900,7320
6890900,7470
6890900,8000
6890900,8420
6890900,9920
6890900,10000
6890900,11900
6890900,12000
6890900,12100
6892000,1490
6892000,2410
6892000,2790
6892000,3220
6892000,3580
6892000,4070
6892000,4080
6892000,4710
6892000,5290
6892000,5400
6892000,5530
6892000,6130
6892000,6620
6892000,6950
6892000,7560
6892000,7820
6892000,7910
6892000,8210
6892000,9080
6892000,9730
6892000,10100
6892000,11300
6892000,11400
6892000,12200
6892000,13400
6892000,14900
6892000,15100
6892000,17800
6892000,18400
6892000,20600
6892350,15800
6892350,39800
6892350,43300
6892350,45600
6892350,50700
6892350,51500
6892350,52700
6892350,61500
6892350,64000
6892350,70400
6892350,72400
6892350,73400
6892350,76300
6892350,76800
6892350,91800
6892350,92900
6892350,146000
6893300,1290
6893300,2140
6893300,2180
6893300,2690
6893300,2730
6893300,2950
6893300,2990
6893300,3000
6893300,3130
6893300,3430
6893300,3630
6893300,3660
6893300,3810
6893300,3930
6893300,3990
6893300,4840
6893300,4950
6893300,5160
6893300,5210
6893300,5250
6893300,5970
6893300,6180
6893300,6540
6893300,6650
6893300,8820
6893300,9570
6893300,12800
6910800,1740
6910800,1980
6910800,3340
6910800,4040
6910800,4220
6910800,4460
6910800,4780
6910800,4830
6910800,5040
6910800,6620
6910800,7260
6910800,7490
6910800,8290
6910800,8290
6910800,8890
6910800,10300
6910800,13500
6910800,18400
6910800,23100
6910800,24300
6910800,30600
6910800,67400
7138000,418
7138000,427
7138000,468
7138000,535
7138000,619
7138000,682
7138000,909
7138000,993
7138000,1050
7138000,1310
7138000,1490
7138000,1700
7138000,1820
7138000,1870
7138000,2160
7138000,2410
7138000,2660
7138000,2670
7138000,2900
7138000,3210
7138000,3330
7138000,3620
7138000,3830
7138000,4390
7138000,4550
7138000,4770
7138000,4770
7138000,6100
7138000,12400
7138000,174000
7142300,42
7142300,52
7142300,55
7142300,74
7142300,77
7142300,109
7142300,114
7142300,143
7142300,145
7142300,148
7142300,157
7142300,178
7142300,292
7142300,354
7142300,363
7142300,368
7142300,373
7142300,383
7142300,462
7142300,518
7142300,545
7142300,648
7142300,1030
7142300,1450
7142300,1700
7142300,1760
7142300,2360
7142300,2800
7142300,3220
7142300,17700
7143300,127
7143300,362
7143300,424
7143300,770
7143300,799
7143300,828
7143300,843
7143300,1130
7143300,1220
7143300,1270
7143300,1300
7143300,1320
7143300,1350
7143300,1460
7143300,1540
7143300,1590
7143300,1600
7143300,1680
7143300,1750
7143300,1760
7143300,1800
7143300,1980
7143300,2100
7143300,3360
7143300,3360
7143300,4500
7143300,5980
7143300,8700
7143300,11800
7143300,24100
7144550,3410
7144550,5800
7144550,5860
7144550,6600
7144550,7630
7144550,7920
7144550,10300
7144550,10300
7144550,11000
7144550,11600
7144550,12200
7144550,12600
7144550,16100
7144550,17700
7144550,17900
7144550,18500
7144550,20600
7144550,27300
7144550,42900
7144550,45600
7144550,45800
7144550,51700
7144795,19
7144795,30
7144795,103
7144795,454
7144795,582
7144795,754
7144795,790
7144795,850
7144795,869
7144795,900
7144795,1040
7144795,1080
7144795,1430
7144795,1460
7144795,1470
7144795,1530
7144795,1600
7144795,1600
7144795,1660
7144795,1680
7144795,1700
7144795,1800
7144795,1920
7144795,1960
7144795,1990
7144795,2070
