StationID,PeakValue
6879100,36800
6879100,16000
6884400,6240
6884400,41900
6884400,23800
6884400,9220
6884400,14100
6884400,13200
6884400,16200
6884400,16300
6884400,8760
6884400,9940
6884400,15400
6884400,10300
6884400,33500
6884400,10000
6884400,7010
6884400,3490
6884400,19900
6884400,14200
6884400,13800
6884400,23800
6884400,11900
6884400,5160
6884400,6010
6884400,5940
6884400,56000
6884400,13200
6884400,19200
6884400,21600
6884400,22400
6884400,16700
6887500,14700
6887500,38300
6887500,199000
6887500,20600
6887500,59100
6887500,25300
6887500,25400
6887500,33800
6887500,45100
6887500,14100
6887500,31100
6887500,10600
6887500,6780
6887500,25000
6887500,37600
6887500,4930
6887500,37100
6887500,32100
6887500,24400
6887500,30100
6887500,48900
6887500,13000
6887500,24400
6887500,24600
6887500,32000
6887500,35100
6887500,28500
6887500,18200
6887500,56000
6887500,25200
6888000,8520
6888000,733
6888000,5640
6888000,4550
6888000,688
6888000,11200
6888000,5640
6888000,5530
6888000,6830
6888000,7550
6888000,2770
6888000,5090
6888000,1950
6888000,14200
6888000,11200
6888000,5910
6888000,2040
6888000,9660
6888000,5150
6890900,3970
6890900,10100
6890900,5000
6890900,14000
6890900,7540
6890900,7500
6890900,3540
6890900,10000
6890900,3000
6890900,11900
6890900,11600
6890900,598
6890900,4370
6890900,8370
6890900,8440
6890900,13400
6890900,10500
6890900,6890
6890900,9250
6890900,5220
6890900,1830
6890900,6320
6890900,1660
6890900,11300
6890900,8210
6890900,7070
6890900,1770
6890900,11300
6890900,6400
6892000,2250
6892000,5580
6892000,11100
6892000,5700
6892000,7860
6892000,14100
6892000,12900
6892000,5100
6892000,15100
6892000,4660
6892000,40000
6892000,4050
6892000,3250
6892000,4250
6892000,7460
6892000,33400
6892000,22700
6892000,6310
6892000,8190
6892000,6570
6892000,5730
6892000,3090
6892000,3840
6892000,3750
6892000,7620
6892000,18300
6892000,6760
6892000,3360
6892000,8850
6892000,8220
6892350,25900
6892350,48700
6892350,170000
6892350,33500
6892350,121000
6892350,74100
6892350,68700
6892350,49300
6892350,103000
6892350,16200
6892350,80800
6892350,21800
6892350,12200
6892350,33500
6892350,70700
6892350,71200
6892350,120000
6892350,39100
6892350,76200
6892350,46800
6892350,80200
6892350,15600
6892350,24800
6892350,38600
6892350,90900
6892350,104000
6892350,55500
6892350,19800
6892350,103000
6892350,54900
6893300,2010
6893300,2010
6893300,9070
6893300,3620
6893300,5430
6893300,3710
6893300,3540
6893300,6010
6893300,9630
6893300,2200
6893300,5180
6893300,3070
6893300,4250
6893300,4900
6893300,5210
6893300,5200
6893300,4750
6893300,6230
6893300,4100
6893300,8970
6893300,2290
6893300,4880
6893300,5700
6893300,3170
6893300,6300
6893300,5140
6893300,14400
6893300,3290
6910800,575
6910800,19500
6910800,25200
6910800,2170
6910800,24100
6910800,7440
6910800,8290
6910800,3700
6910800,16000
6910800,3150
6910800,4870
6910800,4010
6910800,4960
6910800,11500
6910800,14000
6910800,3050
6910800,20700
6910800,4570
6910800,14100
6910800,7350
