StationID,Recurrence_Interval,Flood_Magnitude
6819500,5,14942.0703
6819500,10,17700.42201
6819500,25,20839.24615
6819500,50,22977.28854
6819500,100,24975.53388
6820500,2,17557.86656
6820500,5,27593.45879
6820500,10,34657.30242
6820500,25,43673.25802
6820500,50,50342.86366
6820500,100,56923.79428
6821150,2,3627.865475
6821150,5,13920.87843
6821150,10,26358.591
6821150,25,46196.57749
6821150,50,62802.95044
6821150,100,80326.40497
6821190,2,18065.34635
6821190,5,24208.1295
6821190,10,27565.86893
6821190,25,31259.1796
6821190,50,33707.50215
6821190,100,35951.92013
6893000,2,172835.8735
6893000,5,223835.5772
6893000,10,252231.5824
6893000,25,283853.7551
6893000,50,305027.4887
6893000,100,324578.3042
6893500,2,9239.752092
6893500,5,16537.78691
6893500,10,22451.11341
6893500,25,30515.37812
6893500,50,36731.35785
6893500,100,43014.78923
6893890,2,664.7654655
6893890,5,2719.009934
6893890,10,4938.333804
6893890,25,8334.430486
6893890,50,11120.26492
6893890,100,14030.8377
6894000,2,4814.818343
6894000,5,10492.38344
6894000,10,15547.09077
6894000,25,22720.74158
6894000,50,28377.20665
6894000,100,34167.05031
6895000,2,4337.975226
6895000,5,10699.85347
6895000,10,16496.09925
6895000,25,24799.62083
6895000,50,31380.75786
6895000,100,38135.66706
6895500,2,178704.1858
6895500,5,226756.0903
6895500,10,251627.9995
6895500,25,277965.7898
6895500,50,294878.7216
6895500,100,310023.718
6896000,2,6113.165633
6896000,5,8433.340474
6896000,10,9790.435451
6896000,25,11350.55911
6896000,50,12421.70445
6896000,100,13428.34362
6896400,2,8219.897259
6896400,5,9989.233453
6896400,10,10637.90434
6896400,25,11153.60723
6896400,50,11403.94774
6896400,100,11581.86453
6897000,2,2809.847004
6897000,5,4900.887477
6897000,10,7141.672584
6897000,25,10560.16603
6897000,50,13360.08892
6897000,100,16283.1446
6897500,2,27102.56431
6897500,5,37576.33974
6897500,10,44078.07876
6897500,25,51827.27634
6897500,50,57293.93489
6897500,100,62526.7522
6899500,2,29445.92564
6899500,5,41158.78918
6899500,10,47506.1549
6899500,25,54446.99105
6899500,50,59025.99603
6899500,100,63208.98026
6899700,2,5812.661401
6899700,5,10014.1702
6899700,10,13289.78512
6899700,25,17680.60772
6899700,50,21030.5213
6899700,100,24397.03569
6901500,2,8821.368747
6901500,5,13622.75974
6901500,10,17119.02717
6901500,25,21657.3942
6901500,50,25051.4844
6901500,100,28422.64055
6902000,2,60944.82484
6902000,5,82583.84285
6902000,10,94832.63535
6902000,25,108621.8161
6902000,50,117935.2165
6902000,100,126587.9398
6904050,2,4231.63743
6904050,5,5844.146027
6904050,10,6897.424757
6904050,25,8189.693218
6904050,50,9120.409231
6904050,100,10023.46013
6904500,2,13334.34608
6904500,5,16906.66924
6904500,10,18814.08415
6904500,25,20878.66797
6904500,50,22229.24148
6904500,100,23455.39623
6905500,2,19724.54761
6905500,5,25559.17891
6905500,10,28948.95879
6905500,25,32829.32563
6905500,50,35484.74989
6905500,100,37974.57591
6906000,2,5038.801094
6906000,5,11370.83343
6906000,10,16525.32697
6906000,25,23569.0615
6906000,50,29004.89831
6906000,100,34503.41884
6906200,2,693.4914867
6906200,5,2764.824772
6906200,10,4884.148768
6906200,25,8061.237763
6906200,50,10640.43052
6906200,100,13321.00085
6906300,2,3368.37814
6906300,5,8754.706818
6906300,10,13402.15343
6906300,25,19912.9256
6906300,50,25009.74312
6906300,100,30206.33082
6907700,2,28287.13333
6907700,5,46704.33051
6907700,10,58438.3533
6907700,25,72635.32107
6907700,50,82759.86806
6907700,100,92520.89489
6908000,2,12514.06912
6908000,5,22421.46836
6908000,10,29470.16465
6908000,25,38515.41311
6908000,50,45230.27231
6908000,100,51870.09063
6909000,2,239522.8776
6909000,5,291492.4208
6909000,10,316067.9712
6909000,25,340388.8775
6909000,50,355094.6217
6909000,100,367665.3907
6909500,2,2574.827298
6909500,5,5099.254043
6909500,10,7512.99982
6909500,25,11037.89536
6909500,50,13860.61736
6909500,100,16773.69739
6910230,2,4453.588874
6910230,5,7054.117825
6910230,10,8692.949286
6910230,25,10663.39608
6910230,50,12062.31548
6910230,100,13407.03933
6910750,2,13968.05276
6910750,5,20720.76788
6910750,10,25141.72361
6910750,25,30572.66349
6910750,50,34487.58605
6910750,100,38288.29422
6918440,2,4507.494727
6918440,5,7629.388155
6918440,10,9768.3271
6918440,25,12460.75291
6918440,50,14434.24796
6918440,100,16370.47432
6918460,2,6852.518476
6918460,5,14067.36107
6918460,10,19594.22058
6918460,25,26943.22227
6918460,50,32522.58923
6918460,100,38113.70199
6918740,2,10229.47686
6918740,5,15368.02902
6918740,10,18650.70321
6918740,25,22628.4481
6918740,50,25468.25221
6918740,100,28208.03355
6919020,2,5742.621811
6919020,5,7549.748608
6919020,10,8681.573131
6919020,25,10037.57225
6919020,50,10997.78127
6919020,100,11919.22073
6919500,2,9596.23143
6919500,5,16966.94204
6919500,10,22510.26642
6919500,25,29818.09737
6919500,50,35336.88024
6919500,100,40850.16644
6919900,2,11921.85883
6919900,5,23455.83037
6919900,10,33688.49608
6919900,25,48189.86571
6919900,50,59615.19765
6919900,100,71304.92985
6921070,2,13419.13664
6921070,5,17884.78643
6921070,10,20364.45197
6921070,25,23120.85608
6921070,50,24963.8181
6921070,100,26663.74899
6921200,2,7645.54962
6921200,5,13344.29191
6921200,10,17681.2033
6921200,25,23430.40296
6921200,50,27787.04261
6921200,100,32148.09739
6921350,2,3254.463032
6921350,5,4642.28037
6921350,10,5659.016317
6921350,25,6982.704465
6921350,50,7974.50657
6921350,100,8960.714393
6921590,2,11512.91948
6921590,5,16524.13009
6921590,10,19836.54997
6921590,25,23927.12745
6921590,50,26886.6208
6921590,100,29766.48373
6921720,2,7355.49075
6921720,5,11377.86935
6921720,10,14638.4931
6921720,25,19086.01228
6921720,50,22514.57524
6921720,100,25980.56537
6923500,2,1353.588726
6923500,5,3450.249991
6923500,10,5321.198084
6923500,25,7978.950096
6923500,50,10075.69135
6923500,100,12222.47341
6926000,2,57202.47814
6926000,5,83599.66654
6926000,10,101313.1821
6926000,25,123366.5958
6926000,50,139411.4772
6926000,100,155080.0985
6927000,2,12954.3337
6927000,5,20198.64283
6927000,10,25295.0251
6927000,25,31798.03837
6927000,50,36607.8229
6927000,100,41353.14164
6928000,2,22578.98862
6928000,5,40187.12482
6928000,10,52607.05422
6928000,25,68476.02947
6928000,50,80223.32772
6928000,100,91819.35133
6930000,2,14087.54377
6930000,5,25285.13358
6930000,10,33698.92053
6930000,25,44786.17228
6930000,50,53156.90083
6930000,100,61517.98481
6932000,2,4929.974028
6932000,5,10120.6969
6932000,10,14455.24052
6932000,25,20444.21903
6932000,50,25095.77654
6932000,100,29817.85305
6933500,2,31507.87897
6933500,5,52632.74988
6933500,10,68364.94434
6933500,25,89008.59509
6933500,50,104553.2446
6933500,100,120055.8611
6934000,2,38626.23657
6934000,5,69449.87347
6934000,10,93936.07304
6934000,25,127037.6897
6934000,50,152420.6502
6934000,100,178003.7274
6934500,2,287438.8237
6934500,5,376771.5847
6934500,10,429728.3775
6934500,25,491118.3507
6934500,50,533537.8943
6934500,100,573578.9398
7010350,2,5187.584368
7010350,5,14518.65247
7010350,10,22331.65679
7010350,25,33139.23892
7010350,50,41538.91046
7010350,100,50069.06341
7013000,2,12871.08168
7013000,5,24488.8107
7013000,10,33125.79671
7013000,25,44449.79782
7013000,50,52972.33889
7013000,100,61469.22735
7014500,2,19999.7476
7014500,5,34539.03109
7014500,10,44788.22703
7014500,25,57879.70547
7014500,50,67568.99963
7014500,100,77132.36751
7015720,2,12392.95888
7015720,5,21301.51832
7015720,10,27644.3798
7015720,25,35786.94549
7015720,50,41833.17232
7015720,100,47812.72382
7016500,2,14064.08028
7016500,5,23406.3522
7016500,10,30588.48022
7016500,25,40154.2206
7016500,50,47423.8584
7016500,100,54713.06724
7017200,2,16248.596
7017200,5,26041.79388
7017200,10,32050.36006
7017200,25,39162.49814
7017200,50,44154.35057
7017200,100,48916.52283
7018100,2,17946.81676
7018100,5,27795.69446
7018100,10,34031.57783
7018100,25,41549.52255
7018100,50,46897.26072
7018100,100,52044.38054
7018500,2,17583.30795
7018500,5,27402.38299
7018500,10,33530.43953
7018500,25,40857.14864
7018500,50,46037.57608
7018500,100,51003.92122
7019000,2,37164.96067
7019000,5,62259.36109
7019000,10,80142.67364
7019000,25,103110.5357
7019000,50,120170.2334
7019000,100,137044.8154
7021000,2,10090.63265
7021000,5,26556.64095
7021000,10,41585.18061
7021000,25,63129.92579
7021000,50,80212.30279
7021000,100,97749.35438
7037500,2,32854.65095
7037500,5,52631.99722
7037500,10,67095.72185
7037500,25,85909.98604
7037500,50,99999.35195
7037500,100,114004.7152
7039500,2,8436.853904
7039500,5,10052.18461
7039500,10,10628.09333
7039500,25,11074.17177
7039500,50,11284.73016
7039500,100,11430.75333
7043500,2,6020.980088
7043500,5,8272.863027
7043500,10,9698.297817
7043500,25,11416.54511
7043500,50,12638.65855
7043500,100,13814.84467
7050700,2,12616.59159
7050700,5,17335.6284
7050700,10,19769.57052
7050700,25,22340.40368
7050700,50,23987.67196
7050700,100,25460.32954
7052500,2,22596.38112
7052500,5,33970.78587
7052500,10,40699.71234
7052500,25,48490.26504
7052500,50,53868.19316
7052500,100,58941.19504
7053500,2,14059.31133
7053500,5,19282.96161
7053500,10,22175.27406
7053500,25,25384.27976
7053500,50,27526.56873
7053500,100,29500.42428
7057500,2,11224.76411
7057500,5,25290.83361
7057500,10,37249.55385
7057500,25,53899.39661
7057500,50,66887.7104
7057500,100,80104.8099
7058000,2,10509.04599
7058000,5,23265.01322
7058000,10,33325.39408
7058000,25,46881.52062
7058000,50,57256.52115
7058000,100,67701.76415
7061500,2,22852.08875
7061500,5,40633.74375
7061500,10,52383.68903
7061500,25,66891.41545
7061500,50,77386.34911
7061500,100,87598.11246
7062500,2,3661.487089
7062500,5,7268.040365
7062500,10,11481.8164
7062500,25,18120.13714
7062500,50,23644.08228
7062500,100,29456.27131
7063000,2,6132.252938
7063000,5,14439.42093
7063000,10,22573.72004
7063000,25,34563.50607
7063000,50,44212.04084
7063000,100,54194.8352
7066000,2,16102.88606
7066000,5,30393.82216
7066000,10,40483.55173
7066000,25,53381.41779
7066000,50,62932.2988
7066000,100,72361.99971
7067000,2,30113.5635
7067000,5,54443.90406
7067000,10,71524.7875
7067000,25,93297.12092
7067000,50,109389.3156
7067000,100,125259.0926
7067500,2,952.9487349
7067500,5,1302.222154
7067500,10,1589.443716
7067500,25,1983.677891
7067500,50,2288.704946
7067500,100,2597.696546
7068000,2,25541.05913
7068000,5,49572.95922
7068000,10,68029.88443
7068000,25,92601.10399
7068000,50,111269.1932
7068000,100,129984.5112
7071000,2,642.4549342
7071000,5,871.5856749
7071000,10,1037.795068
7071000,25,1253.140978
7071000,50,1413.998258
7071000,100,1573.65394
7071500,2,8701.513947
7071500,5,17844.98641
7071500,10,24562.82124
7071500,25,33320.87959
7071500,50,39888.80166
7071500,100,46423.09485
7185700,2,5885.708573
7185700,5,12279.70004
7185700,10,17223.73146
7185700,25,23826.1048
7185700,50,28851.81174
7185700,100,33895.77783
7185765,2,7735.901017
7185765,5,14420.07196
7185765,10,19262.65197
7185765,25,25533.00192
7185765,50,30214.93961
7185765,100,34860.80873
7186000,2,19192.45258
7186000,5,35437.79444
7186000,10,47465.87978
7186000,25,63205.21475
7186000,50,75036.2621
7186000,100,86823.13179
7187000,2,6290.675331
7187000,5,11569.30662
7187000,10,15182.28528
7187000,25,19727.7974
7187000,50,23058.39485
7187000,100,26325.37848
7189000,2,21751.3016
7189000,5,36046.13279
7189000,10,44546.56821
7189000,25,54419.60806
7189000,50,61251.70139
7189000,100,67707.16802
