StationID,Recurrence_Interval,Flood_Magnitude
6933500,2,38002.1921
6933500,5,80896.53591
6933500,10,114821.297
6933500,25,160591.6569
6933500,50,195647.7767
6933500,100,230956.4385
6934000,2,37264.82794
6934000,5,78020.26304
6934000,10,111270.677
6934000,25,156752.4474
6934000,50,191871.9639
6934000,100,227407.8602
6934500,2,292131.2514
6934500,5,420933.3609
6934500,10,505790.8698
6934500,25,610394.4362
6934500,50,685979.6143
6934500,100,759472.4319
7010350,2,9343.28636
7010350,5,16769.26471
7010350,10,21422.61293
7010350,25,26999.27389
7010350,50,30949.06152
7010350,100,34739.90869
7013000,2,16139.59151
7013000,5,31212.39287
7013000,10,42280.05474
7013000,25,56704.8804
7013000,50,67520.52343
7013000,100,78279.63064
7014500,2,23931.22066
7014500,5,42600.0288
7014500,10,56182.57036
7014500,25,73806.14307
7014500,50,86982.69015
7014500,100,100068.1052
7015720,2,15006.43287
7015720,5,23178.33239
7015720,10,28340.08229
7015720,25,34554.53977
7015720,50,38970.71499
7015720,100,43218.47115
7016500,2,18280.09847
7016500,5,30334.46831
7016500,10,39204.3264
7016500,25,50776.39096
7016500,50,59458.60848
7016500,100,68098.73806
7017200,2,15448.28013
7017200,5,25792.89022
7017200,10,32439.5424
7017200,25,40519.79822
7017200,50,46301.84298
7017200,100,51888.63877
7018100,2,21286.02007
7018100,5,36918.64555
7018100,10,47646.44675
7018100,25,61161.58442
7018100,50,71073.48755
7018100,100,80801.61289
7018500,2,20866.86803
7018500,5,35635.32029
7018500,10,45994.96299
7018500,25,59194.55173
7018500,50,68947.88415
7018500,100,78564.81324
7019000,2,46009.32322
7019000,5,81138.09987
7019000,10,109740.1703
7019000,25,148829.1654
7019000,50,178996.8094
7019000,100,209513.2607
7021000,2,12675.14526
7021000,5,35337.48625
7021000,10,57508.98769
7021000,25,90178.30481
7021000,50,116463.6266
7021000,100,143657.0798
7037500,2,35367.09492
7037500,5,65186.45466
7037500,10,87838.12502
7037500,25,117840.4083
7037500,50,140563.5797
7037500,100,163302.7548
7039500,2,6200.344029
7039500,5,9939.411607
7039500,10,13761.78789
7039500,25,19490.03247
7039500,50,24139.48876
7039500,100,28971.27816
7043500,2,8354.721663
7043500,5,9513.869762
7043500,10,9934.756013
7043500,25,10266.37936
7043500,50,10425.82156
7043500,100,10538.19062
7050700,2,13563.23462
7050700,5,25361.40428
7050700,10,33697.10458
7050700,25,44356.5865
7050700,50,52251.79207
7050700,100,60047.94025
7052500,2,24854.18733
7052500,5,46971.58259
7052500,10,63234.48524
7052500,25,84444.62858
7052500,50,100354.6013
7052500,100,116185.4079
7053500,2,14521.76713
7053500,5,22109.76417
7053500,10,28927.78141
7053500,25,38640.30747
7053500,50,46314.54052
7053500,100,54178.46434
7057500,2,12855.23425
7057500,5,39039.18594
7057500,10,64266.57477
7057500,25,101217.3636
7057500,50,130854.2157
7057500,100,161464.9998
7058000,2,14963.26292
7058000,5,36573.4777
7058000,10,53861.21904
7058000,25,77304.66043
7058000,50,95314.92637
7058000,100,113486.3531
7061500,2,17405.67014
7061500,5,39097.38395
7061500,10,57012.81759
7061500,25,81649.33485
7061500,50,100731.8896
7061500,100,120074.2436
7062500,2,7175.26129
7062500,5,10228.17996
7062500,10,12169.54773
7062500,25,14515.84825
7062500,50,16187.80652
7062500,100,17798.91332
7063000,2,7564.131246
7063000,5,13934.49568
7063000,10,19990.08352
7063000,25,28813.02646
7063000,50,35869.78562
7063000,100,43147.79144
7066000,2,13461.62546
7066000,5,31286.67085
7066000,10,46366.35141
7066000,25,67317.48402
7066000,50,83641.67891
7066000,100,100242.4974
7067000,2,25604.84608
7067000,5,55305.11005
7067000,10,80396.80853
7067000,25,115238.112
7067000,50,142375.9582
7067000,100,169968.6472
7067500,2,1054.535674
7067500,5,1190.423149
7067500,10,1249.13752
7067500,25,1303.140795
7067500,50,1333.5965
7067500,100,1358.19909
7068000,2,30390.51096
7068000,5,63598.4197
7068000,10,89987.70468
7068000,25,125667.4587
7068000,50,153029.8781
7068000,100,180609.4524
7071000,2,779.5122191
7071000,5,1066.958456
7071000,10,1261.957496
7071000,25,1506.141476
7071000,50,1684.496969
7071000,100,1859.101399
7071500,2,8901.134639
7071500,5,26725.59583
7071500,10,43031.35039
7071500,25,66428.68225
7071500,50,84989.25376
7071500,100,104048.9388
7185700,2,12126.83253
7185700,5,19415.89097
7185700,10,23598.7586
7185700,25,28349.52471
7185700,50,31580.73309
7185700,100,34597.5142
7185765,2,15426.46549
7185765,5,25962.11321
7185765,10,32068.53685
7185765,25,39048.19576
7185765,50,43818.95715
7185765,100,48288.56786
7186000,2,21512.16226
7186000,5,47607.10843
7186000,10,69411.93677
7186000,25,99547.70463
7186000,50,122957.4704
7186000,100,146724.2367
7187000,2,7461.315365
7187000,5,19203.23565
7187000,10,29486.72905
7187000,25,43982.85871
7187000,50,55370.36454
7187000,100,67002.78411
7189000,2,27049.91924
7189000,5,54501.22482
7189000,10,74380.97721
7189000,25,100116.7384
7189000,50,119330.5679
7189000,100,138394.8755
